,PLAYER_NAME,TEAM_ID,PLAYER_ID,SEASON,BIRTHDATE,COUNTRY,HEIGHT,WEIGHT,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
277,Norman Powell,1610612761,1626181,2019,1993-05-25,USA,6-4,215,2015,2,46,N
278,Fred VanVleet,1610612761,1627832,2019,1994-02-25,USA,6-0,197,Undrafted,Undrafted,Undrafted,N
279,Serge Ibaka,1610612761,201586,2019,1989-09-18,Democratic Republic of the Congo,6-11,235,2008,1,24,N
280,Rondae Hollis-Jefferson,1610612761,1626178,2019,1995-01-03,USA,6-6,217,2015,1,23,N
281,Terence Davis,1610612761,1629056,2019,1997-05-16,USA,6-4,201,Undrafted,Undrafted,Undrafted,N
282,Chris Boucher,1610612761,1628449,2019,1993-01-11,Saint Lucia,6-9,200,Undrafted,Undrafted,Undrafted,N
283,Oshae Brissett,1610612761,1629052,2019,1998-06-20,Canada,6-7,210,Undrafted,Undrafted,Undrafted,N
284,Malcolm Miller,1610612761,1626259,2019,1993-03-06,USA,6-7,210,Undrafted,Undrafted,Undrafted,N
285,Dewan Hernandez,1610612761,1629608,2019,1996-12-09,USA,6-10,235,2019,2,59,N
286,Shamorie Ponds,1610612761,1629044,2019,1998-06-29,USA,6-0,175,Undrafted,Undrafted,Undrafted,N
287,Troy Brown Jr.,1610612764,1628972,2019,1999-07-28,USA,6-7,215,2018,1,15,N
288,Rui Hachimura,1610612764,1629060,2019,1998-02-08,Japan,6-8,230,2019,1,9,N
289,Thomas Bryant,1610612764,1628418,2019,1997-07-31,USA,6-10,248,2017,2,42,N
290,Bradley Beal,1610612764,203078,2019,1993-06-28,USA,6-4,207,2012,1,3,N
291,Isaiah Thomas,1610612764,202738,2019,1989-02-07,USA,5-9,185,2011,2,60,N
292,Davis Bertans,1610612764,202722,2019,1992-11-12,Latvia,6-10,225,2011,2,42,N
293,Ish Smith,1610612764,202397,2019,1988-07-05,USA,6-0,175,Undrafted,Undrafted,Undrafted,N
294,Jordan McRae,1610612764,203895,2019,1991-03-28,USA,6-5,179,2014,2,58,N
295,Isaac Bonga,1610612764,1629067,2019,1999-11-08,Germany,6-8,180,2018,2,39,N
296,Chris Chiozza,1610612764,1629185,2019,1995-11-21,USA,5-11,175,Undrafted,Undrafted,Undrafted,N
297,Ian Mahinmi,1610612764,101133,2019,1986-11-05,France,6-11,262,2005,1,28,N
298,Moritz Wagner,1610612764,1629021,2019,1997-04-26,Germany,6-11,245,2018,1,25,N
299,Kawhi Leonard,1610612746,202695,2019,1991-06-29,USA,6-7,225,2011,1,15,Y
300,Maurice Harkless,1610612746,203090,2019,1993-05-11,USA,6-7,220,2012,1,15,N
301,Ivica Zubac,1610612746,1627826,2019,1997-03-18,Croatia,7-0,240,2016,2,32,N
302,Paul George,1610612746,202331,2019,1990-05-02,USA,6-8,220,2010,1,10,N
303,Patrick Beverley,1610612746,201976,2019,1988-07-12,USA,6-2,180,2009,2,42,N
304,Lou Williams,1610612746,101150,2019,1986-10-27,USA,6-2,175,2005,2,45,N
305,Montrezl Harrell,1610612746,1626149,2019,1994-01-26,USA,6-7,240,2015,2,32,N
306,JaMychal Green,1610612746,203210,2019,1990-06-21,USA,6-9,227,Undrafted,Undrafted,Undrafted,N
307,Jerome Robinson,1610612746,1629010,2019,1997-02-22,USA,6-4,190,2018,1,13,N
308,Terance Mann,1610612746,1629611,2019,1996-10-18,USA,6-5,215,2019,2,48,N
309,Patrick Patterson,1610612746,202335,2019,1989-03-14,USA,6-8,235,2010,1,14,N
310,Derrick Walton Jr.,1610612746,1628476,2019,1995-04-03,USA,6-0,185,Undrafted,Undrafted,Undrafted,N
311,Mfiondu Kabengele,1610612746,1629662,2019,1997-08-14,Canada,6-10,250,2019,1,27,N
312,Jaylen Brown,1610612738,1627759,2019,1996-10-24,USA,6-6,223,2016,1,3,N
313,Jayson Tatum,1610612738,1628369,2019,1998-03-03,USA,6-8,210,2017,1,3,N
314,Daniel Theis,1610612738,1628464,2019,1992-04-04,Germany,6-8,245,Undrafted,Undrafted,Undrafted,N
315,Marcus Smart,1610612738,203935,2019,1994-03-06,USA,6-4,220,2014,1,6,N
316,Kemba Walker,1610612738,202689,2019,1990-05-08,USA,6-0,184,2011,1,9,N
317,Enes Kanter,1610612738,202683,2019,1992-05-20,Turkey,6-10,250,2011,1,3,N
318,Grant Williams,1610612738,1629684,2019,1998-11-30,USA,6-6,236,2019,1,22,N
319,Javonte Green,1610612738,1629750,2019,1993-07-23,USA,6-5,205,Undrafted,Undrafted,Undrafted,N
320,Brad Wanamaker,1610612738,202954,2019,1989-07-25,USA,6-3,210,Undrafted,Undrafted,Undrafted,N
321,Robert Williams III,1610612738,1629057,2019,1997-10-17,USA,6-9,237,2018,1,27,N
322,Semi Ojeleye,1610612738,1628400,2019,1994-12-05,USA,6-6,240,2017,2,37,N
323,Carsen Edwards,1610612738,1629035,2019,1998-03-12,USA,5-11,200,2019,2,33,N
324,Vincent Poirier,1610612738,1629738,2019,1993-10-17,France,7-0,235,Undrafted,Undrafted,Undrafted,N
325,Frank Ntilikina,1610612752,1628373,2019,1998-07-28,France,6-4,200,2017,1,8,N
326,Marcus Morris Sr.,1610612752,202694,2019,1989-09-02,USA,6-8,218,2011,1,14,N
327,Allen Crabbe,1610612737,203459,2019,1992-04-09,USA,6-5,212,2013,2,31,N
328,Ben McLemore,1610612745,203463,2019,1993-02-11,USA,6-3,195,2013,1,7,N
329,P.J. Tucker,1610612745,200782,2019,1985-05-05,USA,6-5,245,2006,2,35,N
330,Tyson Chandler,1610612745,2199,2019,1982-10-02,USA,7-0,235,2001,1,2,N
331,James Harden,1610612745,201935,2019,1989-08-26,USA,6-5,220,2009,1,3,Y
332,Russell Westbrook,1610612745,201566,2019,1988-11-12,USA,6-3,200,2008,1,4,Y
333,Isaiah Hartenstein,1610612745,1628392,2019,1998-05-05,Germany,7-0,250,2017,2,43,N
334,Austin Rivers,1610612745,203085,2019,1992-08-01,USA,6-4,200,2012,1,10,N
335,Gary Clark,1610612745,1629109,2019,1994-11-16,USA,6-6,225,Undrafted,Undrafted,Undrafted,N
336,Thabo Sefolosha,1610612745,200757,2019,1984-05-02,Switzerland,6-6,215,2006,1,13,N
337,Chris Clemons,1610612745,1629598,2019,1997-07-23,USA,5-9,180,Undrafted,Undrafted,Undrafted,N
338,Clint Capela,1610612745,203991,2019,1994-05-18,Switzerland,6-10,256,2014,1,25,N
339,Frank Mason,1610612749,1628412,2019,1994-04-03,USA,5-11,190,2017,2,34,N
340,Will Barton,1610612743,203115,2019,1991-01-06,USA,6-5,181,2012,2,40,N
341,Paul Millsap,1610612743,200794,2019,1985-02-10,USA,6-7,257,2006,2,47,N
342,Nikola Jokic,1610612743,203999,2019,1995-02-19,Serbia,6-11,284,2014,2,41,N
343,Gary Harris,1610612743,203914,2019,1994-09-14,USA,6-4,210,2014,1,19,N
344,Jamal Murray,1610612743,1627750,2019,1997-02-23,Canada,6-4,215,2016,1,7,N
345,Jerami Grant,1610612743,203924,2019,1994-03-12,USA,6-8,210,2014,2,39,N
346,Juancho Hernangomez,1610612743,1627823,2019,1995-09-28,Spain,6-9,214,2016,1,15,N
347,Monte Morris,1610612743,1628420,2019,1995-06-27,USA,6-2,183,2017,2,51,N
348,Mason Plumlee,1610612743,203486,2019,1990-03-05,USA,7-0,254,2013,1,22,N
349,Malik Beasley,1610612743,1627736,2019,1996-11-26,USA,6-4,187,2016,1,19,N
350,Torrey Craig,1610612743,1628470,2019,1990-12-19,USA,6-7,221,Undrafted,Undrafted,Undrafted,N
351,Michael Porter Jr.,1610612743,1629008,2019,1998-06-29,USA,6-10,218,2018,1,14,N
352,Wenyen Gabriel,1610612758,1629117,2019,1997-03-26,South Sudan,6-9,205,Undrafted,Undrafted,Undrafted,N
353,Trey Burke,1610612755,203504,2019,1992-11-12,USA,6-0,185,2013,1,9,N
354,Zhaire Smith,1610612755,1629015,2019,1999-06-04,USA,6-3,205,2018,1,16,N
355,Miye Oni,1610612762,1629671,2019,1997-08-04,USA,6-5,206,2019,2,58,N
356,Ja Morant,1610612763,1629630,2019,1999-08-10,USA,6-2,174,2019,1,2,N
357,Rodney Hood,1610612757,203918,2019,1992-10-20,USA,6-8,208,2014,1,23,N
358,Carmelo Anthony,1610612757,2546,2019,1984-05-29,USA,6-7,238,2003,1,3,Y
359,Hassan Whiteside,1610612757,202355,2019,1989-06-13,USA,7-0,265,2010,2,33,N
360,CJ McCollum,1610612757,203468,2019,1991-09-19,USA,6-3,190,2013,1,10,N
361,Damian Lillard,1610612757,203081,2019,1990-07-15,USA,6-2,195,2012,1,6,Y
362,Nassir Little,1610612757,1629642,2019,2000-02-11,USA,6-5,220,2019,1,25,N
363,Anfernee Simons,1610612757,1629014,2019,1999-06-08,USA,6-3,181,2018,1,24,N
364,Skal Labissiere,1610612757,1627746,2019,1996-03-18,Haiti,6-10,235,2016,1,28,N
365,Kent Bazemore,1610612757,203145,2019,1989-07-01,USA,6-4,195,Undrafted,Undrafted,Undrafted,N
366,Moses Brown,1610612757,1629650,2019,1999-10-13,USA,7-2,245,Undrafted,Undrafted,Undrafted,N
367,Mario Hezonja,1610612757,1626209,2019,1995-02-25,Croatia,6-8,220,2015,1,5,N
368,Jaylen Hoard,1610612757,1629658,2019,1999-03-30,France,6-8,216,Undrafted,Undrafted,Undrafted,N
369,Anthony Tolliver,1610612757,201229,2019,1985-06-01,USA,6-8,240,Undrafted,Undrafted,Undrafted,N
370,Cheick Diallo,1610612756,1627767,2019,1996-09-13,Mali,6-8,219,2016,2,33,N
371,Rodney McGruder,1610612746,203585,2019,1991-07-29,USA,6-4,205,Undrafted,Undrafted,Undrafted,N
372,LaMarcus Aldridge,1610612759,200746,2019,1985-07-19,USA,6-11,250,2006,1,2,N
373,Brook Lopez,1610612749,201572,2019,1988-04-01,USA,7-1,282,2008,1,10,N
374,Cedi Osman,1610612739,1626224,2019,1995-04-08,Turkey,6-7,230,2015,2,31,N
375,Kevin Love,1610612739,201567,2019,1988-09-07,USA,6-8,251,2008,1,5,N
376,Tristan Thompson,1610612739,202684,2019,1991-03-13,Canada,6-9,254,2011,1,4,N
377,Collin Sexton,1610612739,1629012,2019,1999-01-04,USA,6-2,190,2018,1,8,N
378,Darius Garland,1610612739,1629636,2019,2000-01-26,USA,6-1,192,2019,1,5,N
379,Larry Nance Jr.,1610612739,1626204,2019,1993-01-01,USA,6-8,245,2015,1,27,N
380,Kevin Porter Jr.,1610612739,1629645,2019,2000-05-04,USA,6-4,203,2019,1,30,N
381,Jordan Clarkson,1610612739,203903,2019,1992-06-07,USA,6-5,194,2014,2,46,N
382,Alfonzo McKinnie,1610612739,1628035,2019,1992-09-17,USA,6-7,215,Undrafted,Undrafted,Undrafted,N
383,Matthew Dellavedova,1610612739,203521,2019,1990-09-08,Australia,6-3,200,Undrafted,Undrafted,Undrafted,N
384,Ante Zizic,1610612739,1627790,2019,1997-01-04,Croatia,6-10,266,2016,1,23,N
385,Brandon Knight,1610612739,202688,2019,1991-12-02,USA,6-2,182,2011,1,8,N
386,Marial Shayok,1610612755,1629621,2019,1995-07-26,Canada,6-5,198,2019,2,54,N
387,Al-Farouq Aminu,1610612753,202329,2019,1990-09-21,USA,6-8,220,2010,1,8,N
388,Henry Ellenson,1610612751,1627740,2019,1997-01-13,USA,6-10,240,2016,1,18,N
389,Timothe Luwawu-Cabarrot,1610612751,1627789,2019,1995-05-09,France,6-7,215,2016,1,24,N
390,Chandler Hutchison,1610612741,1628990,2019,1996-04-26,USA,6-6,210,2018,1,22,N
391,D'Angelo Russell,1610612744,1626156,2019,1996-02-23,USA,6-4,193,2015,1,2,N
392,Justin Patton,1610612760,1628383,2019,1997-06-14,USA,6-11,241,2017,1,16,N
393,Kelan Martin,1610612750,1629103,2019,1995-08-03,USA,6-5,230,Undrafted,Undrafted,Undrafted,N
394,Sterling Brown,1610612749,1628425,2019,1995-02-10,USA,6-5,219,2017,2,46,N
395,Cody Martin,1610612766,1628998,2019,1995-09-28,USA,6-6,205,2019,2,36,N
396,Danuel House Jr.,1610612745,1627863,2019,1993-06-07,USA,6-6,220,Undrafted,Undrafted,Undrafted,N
397,Josh Richardson,1610612755,1626196,2019,1993-09-15,USA,6-6,200,2015,2,40,N
398,Jonah Bolden,1610612755,1628413,2019,1996-01-02,Australia,6-8,225,2017,2,36,N
399,Juwan Morgan,1610612762,1629752,2019,1997-04-17,USA,6-7,232,Undrafted,Undrafted,Undrafted,N
400,BJ Johnson,1610612753,1629168,2019,1995-12-21,USA,6-6,200,Undrafted,Undrafted,Undrafted,N
401,Rodions Kurucs,1610612751,1629066,2019,1998-02-05,Latvia,6-9,228,2018,2,40,N
402,CJ Miles,1610612764,101139,2019,1987-03-18,USA,6-6,220,2005,2,34,N
403,Tremont Waters,1610612738,1629682,2019,1998-01-10,USA,5-10,175,2019,2,51,N
404,Jaylen Nowell,1610612750,1629669,2019,1999-07-09,USA,6-4,201,2019,2,43,N
405,Admiral Schofield,1610612764,1629678,2019,1997-03-30,United Kingdom,6-5,241,2019,2,42,N
406,Justin Robinson,1610612764,1629620,2019,1997-10-12,USA,6-1,195,2019,,,N
407,Deandre Ayton,1610612756,1629028,2019,1998-07-23,Bahamas,7-0,250,2018,1,1,N
408,Jordan Bone,1610612765,1629648,2019,1997-11-05,USA,6-2,180,2019,2,57,N
409,Gary Trent Jr.,1610612757,1629018,2019,1999-01-18,USA,6-5,209,2018,2,37,N
410,Keldon Johnson,1610612759,1629640,2019,1999-10-11,USA,6-5,220,2019,1,29,N
411,Matt Thomas,1610612761,1629744,2019,1994-08-04,USA,6-3,190,Undrafted,Undrafted,Undrafted,N
412,Naz Mitrou-Long,1610612754,1628513,2019,1993-08-03,Canada,6-3,218,Undrafted,Undrafted,Undrafted,N
413,Hamidou Diallo,1610612760,1628977,2019,1998-07-31,USA,6-5,202,2018,2,45,N
414,Dean Wade,1610612739,1629731,2019,1996-11-20,USA,6-9,228,Undrafted,Undrafted,Undrafted,N
415,Ryan Broekhoff,1610612742,1629151,2019,1990-08-23,Australia,6-6,215,Undrafted,Undrafted,Undrafted,N
416,DaQuan Jeffries,1610612758,1629610,2019,1997-08-30,USA,6-5,222,Undrafted,Undrafted,Undrafted,N
417,Stanton Kidd,1610612762,1629742,2019,1992-03-18,USA,6-6,216,Undrafted,Undrafted,Undrafted,N
418,Justin Wright-Foreman,1610612762,1629625,2019,1997-10-27,USA,6-0,190,2019,2,53,N
419,Nikola Vucevic,1610612753,202696,2019,1990-10-24,Montenegro,6-10,260,2011,1,16,N
420,Tyler Cook,1610612739,1629076,2019,1997-09-23,USA,6-8,255,Undrafted,Undrafted,Undrafted,N
421,Zylan Cheatham,1610612740,1629597,2019,1995-11-17,USA,6-5,220,Undrafted,Undrafted,Undrafted,N
422,Josh Gray,1610612740,1627982,2019,1993-09-09,USA,6-0,180,Undrafted,Undrafted,Undrafted,N
423,Jake Layman,1610612750,1627774,2019,1994-03-07,USA,6-8,209,2016,2,47,N
424,Brian Bowen II,1610612754,1628968,2019,1998-10-02,USA,6-6,190,Undrafted,Undrafted,Undrafted,N
425,JaKarr Sampson,1610612754,203960,2019,1993-03-20,USA,6-7,214,Undrafted,Undrafted,Undrafted,N
426,Michael Carter-Williams,1610612753,203487,2019,1991-10-10,USA,6-5,190,2013,1,11,N
427,Jarred Vanderbilt,1610612743,1629020,2019,1999-04-03,USA,6-8,214,2018,2,41,N
428,Charles Brown Jr.,1610612737,1629718,2019,1997-02-02,USA,6-6,199,Undrafted,Undrafted,Undrafted,N
429,Ryan Anderson,1610612745,201583,2019,1988-05-06,USA,6-9,240,2008,1,21,N
430,Stanley Johnson,1610612761,1626169,2019,1996-05-29,USA,6-6,242,2015,1,8,N
431,Daryl Macon,1610612748,1629133,2019,1995-11-29,USA,6-2,185,2018,,,N
432,Kyrie Irving,1610612751,202681,2019,1992-03-23,Australia,6-2,195,2011,1,1,N
433,Caleb Martin,1610612766,1628997,2019,1995-09-28,USA,6-5,205,Undrafted,Undrafted,Undrafted,N
434,Zach Norvell Jr.,1610612747,1629668,2019,1997-12-09,USA,6-5,205,2019,,,N
435,Edmond Sumner,1610612754,1628410,2019,1995-12-31,USA,6-4,196,2017,2,52,N
436,Romeo Langford,1610612738,1629641,2019,1999-10-25,USA,6-5,216,2019,1,14,N
437,Avery Bradley,1610612747,202340,2019,1990-11-26,USA,6-3,180,2010,1,19,N
438,Kevin Huerter,1610612737,1628989,2019,1998-08-27,USA,6-7,198,2018,1,19,N
439,John Collins,1610612737,1628381,2019,1997-09-23,USA,6-9,226,2017,1,19,N
440,KZ Okpala,1610612748,1629644,2019,1999-04-28,USA,6-8,215,2019,2,32,N
441,Jordan McLaughlin,1610612750,1629162,2019,1996-04-09,USA,6-0,185,Undrafted,Undrafted,Undrafted,N
442,Eric Gordon,1610612745,201569,2019,1988-12-25,USA,6-3,215,2008,1,7,N
443,Damion Lee,1610612744,1627814,2019,1992-10-21,USA,6-5,210,Undrafted,Undrafted,Undrafted,N
444,Landry Shamet,1610612746,1629013,2019,1997-03-13,USA,6-4,190,2018,1,26,N
445,Talen Horton-Tucker,1610612747,1629659,2019,2000-11-25,USA,6-4,234,2019,2,46,N
446,Caris LeVert,1610612751,1627747,2019,1994-08-25,USA,6-6,205,2016,1,20,N
447,Gordon Hayward,1610612738,202330,2019,1990-03-23,USA,6-7,225,2010,1,9,N
448,John Konchar,1610612763,1629723,2019,1996-03-22,USA,6-5,210,Undrafted,Undrafted,Undrafted,N
449,Pau Gasol,1610612757,2200,2019,1980-07-06,Spain,7-0,250,2001,1,3,N
450,Jarrell Brantley,1610612762,1629714,2019,1996-06-07,USA,6-5,250,2019,2,50,N
451,Kyle Lowry,1610612761,200768,2019,1986-03-25,USA,6-0,196,2006,1,24,N
452,Khyri Thomas,1610612765,1629017,2019,1996-05-08,USA,6-3,210,2018,2,38,N
453,De'Aaron Fox,1610612758,1628368,2019,1997-12-20,USA,6-3,185,2017,1,5,N
454,Dion Waiters,1610612748,203079,2019,1991-12-10,USA,6-3,210,2012,1,4,N
455,Otto Porter Jr.,1610612741,203490,2019,1993-06-03,USA,6-8,198,2013,1,3,N
456,Michael Frazier,1610612745,1626187,2019,1994-03-08,USA,6-3,200,Undrafted,Undrafted,Undrafted,N
457,DeMarcus Cousins,1610612747,202326,2019,1990-08-13,USA,6-10,270,2010,1,5,N
458,Zach Collins,1610612757,1628380,2019,1997-11-19,USA,6-11,250,2017,1,10,N
459,Vlatko Cancar,1610612743,1628427,2019,1997-04-10,Slovenia,6-8,236,2017,2,49,N
460,Wilson Chandler,1610612751,201163,2019,1987-05-10,USA,6-8,235,2007,1,23,N
461,Tacko Fall,1610612738,1629605,2019,1995-12-10,Senegal,7-6,311,Undrafted,Undrafted,Undrafted,N
462,Stephen Curry,1610612744,201939,2019,1988-03-14,USA,6-2,185,2009,1,7,Y
463,Patrick McCaw,1610612761,1627775,2019,1995-10-25,USA,6-7,181,2016,2,38,N
464,Elfrid Payton,1610612752,203901,2019,1994-02-22,USA,6-3,195,2014,1,10,N
465,Kostas Antetokounmpo,1610612747,1628961,2019,1997-11-20,Greece,6-10,200,2018,2,60,N
466,John Henson,1610612739,203089,2019,1990-12-28,USA,6-9,219,2012,1,14,N
467,Garrison Mathews,1610612764,1629726,2019,1996-10-24,USA,6-6,215,Undrafted,Undrafted,Undrafted,N
468,Johnathan Motley,1610612746,1628405,2019,1995-05-04,USA,6-8,230,Undrafted,Undrafted,Undrafted,N
469,Jared Harper,1610612756,1629607,2019,1997-09-14,USA,5-10,175,Undrafted,Undrafted,Undrafted,N
470,PJ Dozier,1610612743,1628408,2019,1996-10-25,USA,6-6,205,Undrafted,Undrafted,Undrafted,N
471,Jalen McDaniels,1610612766,1629667,2019,1998-01-31,USA,6-9,205,2019,2,52,N
472,Reggie Jackson,1610612765,202704,2019,1990-04-16,USA,6-2,208,2011,1,24,N
473,Marvin Bagley III,1610612758,1628963,2019,1999-03-14,USA,6-10,235,2018,1,2,N
474,Isaiah Roby,1610612742,1629676,2019,1998-02-03,USA,6-8,230,2019,2,45,N
475,Anzejs Pasecniks,1610612764,1628394,2019,1995-12-20,Latvia,7-1,229,2017,1,25,N
476,Jalen Jones,1610612764,1627883,2019,1993-05-27,USA,6-7,220,2016,,,N
477,Haywood Highsmith,1610612755,1629312,2019,1996-12-09,USA,6-5,220,2018,,,N
478,Christ Koumadje,1610612755,1629746,2019,1996-07-07,Chad,,,2019,,,N
479,Isaiah Miles,1610612755,1627776,2019,1994-06-09,USA,,,Undrafted,Undrafted,Undrafted,N
480,Isaiah Taylor,1610612761,1627819,2019,1994-07-11,USA,6-3,170,2016,,,N
481,Cameron Payne,1610612761,1626166,2019,1994-08-08,USA,6-1,183,2015,1,14,N
482,Devin Robinson,1610612761,1628421,2019,1995-03-07,USA,6-8,200,2017,,,N
483,Devin Cannady,1610612751,1629962,2019,1996-05-21,USA,6-2,183,2019,,,N
484,Kevin Durant,1610612751,201142,2019,1988-09-29,USA,6-10,240,2007,1,2,Y
485,CJ Massinburg,1610612751,1629747,2019,1997-04-14,USA,,,2019,,,N
486,Lance Thomas,1610612751,202498,2019,1988-04-24,USA,6-8,225,Undrafted,Undrafted,Undrafted,N
487,C.J. Williams,1610612751,203710,2019,1990-02-06,USA,6-5,226,2012,0,0,N
488,Gerald Green,1610612745,101123,2019,1986-01-26,USA,6-7,205,2005,1,18,N
489,Matur Maker,1610612745,1629070,2019,1998-01-01,South Sudan,,,2019,,,N
490,Nene,1610612745,2403,2019,1982-09-13,Brazil,6-11,250,2002,1,7,N
492,Ray Spalding,1610612745,1629034,2019,1997-03-11,USA,6-9,225,2018,2,56,N
493,Kyle Alexander,1610612748,1629734,2019,1996-10-21,Canada,6-10,216,Undrafted,Undrafted,Undrafted,N
494,Davon Reed,1610612748,1628432,2019,1995-06-11,USA,6-5,206,2017,2,32,N
495,Skyler Flatten,1610612748,1629967,2019,1995-07-02,USA,,,2019,,,N
496,Bubu Palo,1610612748,204215,2019,1991-07-09,USA,,,2014,,,N
497,Jalen Adams,1610612740,1629824,2019,1995-12-11,USA,,,2019,,,N
498,Javon Bess,1610612740,1629715,2019,1996-04-01,USA,,,2019,,,N
499,Kavell Bigby-Williams,1610612740,1628448,2019,1995-10-07,United Kingdom,,,2019,,,N
500,Darius Miller,1610612740,203121,2019,1990-03-21,USA,6-6,225,2012,2,46,N
501,Zion Williamson,1610612740,1629627,2019,2000-07-06,USA,6-6,284,2019,1,1,N
502,Reggie Bullock,1610612752,203493,2019,1991-03-16,USA,6-6,205,2013,1,25,N
503,V.J. King,1610612752,1629722,2019,1997-01-22,USA,,,2019,,,N
504,Lamar Peters,1610612752,1629777,2019,1998-06-19,USA,,,2019,,,N
505,Kenny Wooten,1610612752,1629624,2019,1998-04-17,USA,6-8,235,Undrafted,Undrafted,Undrafted,N
506,Bennie Boatwright,1610612763,1629594,2019,1996-07-13,USA,,,2019,,,N
507,Andre Iguodala,1610612763,2738,2019,1984-01-28,USA,6-6,215,2004,1,9,N
508,Josh Jackson,1610612763,1628367,2019,1997-02-10,USA,6-8,207,2017,1,4,N
509,Miles Plumlee,1610612763,203101,2019,1988-09-01,USA,6-11,249,2012,1,26,N
510,Ivan Rabb,1610612763,1628397,2019,1997-02-04,USA,6-10,220,2017,2,35,N
511,Quinndary Weatherspoon,1610612759,1629683,2019,1996-09-10,USA,6-3,205,2019,2,49,N
512,Luka Samanic,1610612759,1629677,2019,2000-01-09,Croatia,6-10,227,2019,1,19,N
513,Daulton Hommes,1610612759,1629756,2019,1996-07-04,USA,,,2019,,,N
514,Devontae Cacok,1610612747,1629719,2019,1996-10-08,USA,6-7,240,Undrafted,Undrafted,Undrafted,N
515,Demetrius Jackson,1610612747,1627743,2019,1994-09-07,USA,6-1,201,2016,2,45,N
516,Marcus Allen,1610612747,1629305,2019,1994-09-14,USA,,,Undrafted,Undrafted,Undrafted,N
517,Andrew Harrison,1610612744,1626150,2019,1994-10-28,USA,6-6,213,2015,2,44,N
518,Kavion Pippen,1610612744,1629800,2019,1996-10-15,USA,,,Undrafted,Undrafted,Undrafted,N
519,Juan Toscano-Anderson,1610612744,1629308,2019,1993-04-10,USA,6-6,209,Undrafted,Undrafted,Undrafted,N
521,Alen Smailagic,1610612744,1629346,2019,2000-08-18,Serbia,6-10,215,2019,2,39,N
522,Klay Thompson,1610612744,202691,2019,1990-02-08,USA,6-6,220,2011,1,11,N
523,Keljin Blevins,1610612757,1629833,2019,1995-11-24,USA,6-4,200,2019,,,N
524,Troy Caupain,1610612757,1628505,2019,1995-11-29,USA,6-4,210,Undrafted,Undrafted,Undrafted,N
525,London Perrantes,1610612757,1628506,2019,1994-10-03,USA,6-2,190,2017,,,N
526,Jusuf Nurkic,1610612757,203994,2019,1994-08-23,Bosnia and Herzegovina,7-0,290,2014,1,16,N
527,Tyler Zeller,1610612743,203092,2019,1990-01-17,USA,6-11,250,2012,1,17,N
528,Bol Bol,1610612743,1629626,2019,1999-11-16,Sudan,7-2,220,2019,2,44,N
529,Josh Reaves,1610612742,1629729,2019,1997-06-04,USA,6-4,214,Undrafted,Undrafted,Undrafted,N
530,Antonius Cleveland,1610612742,1628499,2019,1994-02-02,USA,6-5,195,Undrafted,Undrafted,Undrafted,N
531,Amir Coffey,1610612746,1629599,2019,1997-06-17,USA,6-7,210,Undrafted,Undrafted,Undrafted,N
532,Donte Grantham,1610612746,1629055,2019,1995-03-19,USA,6-8,215,2018,,,N
533,B.J. Taylor,1610612746,1629806,2019,1995-11-02,USA,,,Undrafted,Undrafted,Undrafted,N
534,Tahjere McCall,1610612737,1628769,2019,1994-08-17,USA,6-5,190,2017,0,,N
535,Armoni Brooks,1610612737,1629717,2019,1998-06-05,USA,6-3,195,2019,,,N
536,Marcus Derrickson,1610612737,1629094,2019,1996-02-01,USA,6-7,249,Undrafted,Undrafted,Undrafted,N
537,Jordan Sibert,1610612737,1626296,2019,1992-08-01,USA,6-4,187,2015,,,N
538,Justin Simon,1610612741,1629779,2019,1996-05-06,USA,,,2019,,,N
539,Milton Doyle,1610612741,1628495,2019,1993-10-31,USA,6-4,180,2017,,,N
540,Adam Mokoka,1610612741,1629690,2019,1998-07-18,France,6-4,190,Undrafted,Undrafted,Undrafted,N
541,Cristiano Felicio,1610612741,1626245,2019,1992-07-07,Brazil,6-11,270,Undrafted,Undrafted,Undrafted,N
542,Simisola Shittu,1610612741,1629679,2019,1999-11-07,Canada,,,2019,,,N
544,Tyus Battle,1610612750,1628967,2019,1997-09-23,USA,,,2019,,,N
545,Barry Brown,1610612750,1629956,2019,1996-12-21,USA,,,2019,,,N
546,Cameron Reynolds,1610612749,1629244,2019,1995-02-07,USA,6-7,225,Undrafted,Undrafted,Undrafted,N
547,Rayjon Tucker,1610612749,1629730,2019,1997-09-24,USA,6-3,209,Undrafted,Undrafted,Undrafted,N
548,Jon Davis,1610612753,1629860,2019,1996-11-08,USA,,,2019,,,N
549,Isaac Humphries,1610612753,1629353,2019,1998-01-05,Australia,7-0,260,2017,,,N
551,Vic Law,1610612753,1629724,2019,1995-12-19,USA,6-7,201,Undrafted,Undrafted,Undrafted,N
552,Joe Johnson,1610612765,2207,2019,1981-06-29,USA,6-7,240,2001,1,10,N
553,Todd Withers,1610612765,1629270,2019,1996-05-06,USA,,,2018,,,N
554,Donta Hall,1610612765,1629743,2019,1997-08-07,USA,6-10,230,Undrafted,Undrafted,Undrafted,N
555,Louis King,1610612765,1629663,2019,1999-04-06,USA,6-7,205,Undrafted,Undrafted,Undrafted,N
556,Kobi Simmons,1610612766,1628424,2019,1997-07-04,USA,6-5,180,Undrafted,Undrafted,Undrafted,N
